epoch,L_total,L_ode,L_tc,lambda
176,0.028749678882033648,0.02713489350213813,0.0002601101412167214,6.208083131022929
177,0.028647359242496347,0.025604905409783853,0.0004894771841634125,6.215721449637099
178,0.028078188106550928,0.02647238829273194,0.00025802740780873283,6.223369166307002
179,0.027995951050835743,0.02498719917147062,0.00048286618256455455,6.231026292595843
180,0.0274266692252375,0.02583638686029307,0.00025490634107316803,6.238692840081052
181,0.027358014336625956,0.024374508570890914,0.00047763842506594247,6.246368820354312
182,0.02679288476405219,0.02521261052188255,0.00025267997050514696,6.25405424502156
183,0.026735950196727323,0.02377499683008741,0.0004728636212022434,6.261749125703017
184,0.026175223803382164,0.024606474743118174,0.00025022102273530346,6.269453474033199
185,0.026131528496713803,0.023192485860897595,0.0004682116143437087,6.277167301660938
186,0.02556966175277909,0.024010669366168063,0.0002480540204769962,6.284890620249399
187,0.025545233804584292,0.02263280215399387,0.0004628326607617945,6.292623441476097
188,0.024979369564368355,0.02343092166555283,0.00024577111133137255,6.300365777032915
189,0.024972814065774944,0.02207859885642494,0.00045880805894107435,6.308117638626118
190,0.024404682993087404,0.022867527904908955,0.00024337943759463685,6.315879037976382
191,0.0244149625821808,0.02153976240254559,0.00045467414952256384,6.323649986818794
192,0.02384470745646591,0.02231915100258913,0.00024094972765207294,6.331430496902889
193,0.023871458737692655,0.021015530540340704,0.0004505172459790416,6.339220579992651
194,0.023298471813460404,0.021781258142537695,0.00023904345845323234,6.347020247866545
195,0.02334238126169667,0.020509699621644926,0.00044575257834394755,6.3548295123175205
196,0.022766693597743127,0.021258031804465366,0.0002371122372246998,6.362648385153042
197,0.022825382617751862,0.020010114859256897,0.00044192417809898614,6.3704768781951016
198,0.022249430382042086,0.020749335448727927,0.00023518671193609785,6.378315003280235
199,0.022321939669189887,0.0195245145335398,0.00043804475949182637,6.386162772259542
200,0.02174447294510777,0.020251480734393288,0.00023349820061802117,6.394020196998705
201,0.021832268859749114,0.019052430189941377,0.00043422174495637246,6.401887289378003
202,0.021251508418733564,0.01976708688703192,0.00023158754636006944,6.409764061292335
203,0.02135609935714622,0.018595140832429444,0.0004302132866399446,6.4176505246512345
204,0.02077086235040711,0.019292932880029787,0.00023000836214609574,6.425546691378887
205,0.020891622253660053,0.018145677254445575,0.0004268229178469314,6.4334525734141526
206,0.02030307358058577,0.01883395780758974,0.00022807511251092807,6.441368182710576
207,0.020439202028596597,0.01770810751816203,0.00042347188838697176,6.449293531236413
208,0.019846692245685374,0.018383711162260157,0.00022656485731470784,6.457228630974644
209,0.019998758711928678,0.017282941856003212,0.00042006867386903447,6.465173493922993
210,0.019401986797536443,0.017945393577245818,0.00022502153372629807,6.473128132093945
211,0.019569716682265436,0.01686927208662777,0.0004166650254834775,6.481092557514765
212,0.018968680590126928,0.01751735917403504,0.00022365641544433158,6.4890667822275185
213,0.01915130268234198,0.016464195398029447,0.0004135887742709928,6.497050818289084
214,0.01854690495973477,0.017101751444798488,0.00022215889152531296,6.505044677771178
215,0.018743919471704694,0.016069797914723447,0.0004105791027386301,6.513048372760367
216,0.018135177834391347,0.01669493033496738,0.00022086088402748736,6.521061915358088
217,0.018347708448515014,0.01568696358152888,0.00040752184073638534,6.529085317680671
218,0.01773368565986803,0.016299195439434044,0.0002194376926587125,6.537118591859353
219,0.01796199355483614,0.015313874388462751,0.0004045918599883477,6.545161750040293
220,0.017342325349738796,0.015912300554104863,0.00021821729308752955,6.553214804384599
221,0.017586156979696795,0.014949354469645076,0.00040187332462680923,6.561277767068338
222,0.016961195967834637,0.015536687541567413,0.0002168415878677372,6.569350650282563
223,0.01722010252164307,0.014594102131692543,0.000399243930543983,6.577433466233322
224,0.016589551544673693,0.015168915057076083,0.00021572102799356823,6.585526227141684
225,0.01686375435418272,0.014249069007654663,0.00039654723798404417,6.5936289452437515
226,0.01622747990692087,0.01481104149347027,0.00021455526317709655,6.601741632790688
227,0.016516552248304155,0.013912331868957068,0.0003939899913739396,6.609864302048724
228,0.015874728255926538,0.014461975283081815,0.00021347138420467005,6.617996965299185
229,0.016178331939025164,0.013583834684028961,0.0003915548717619855,6.626139634838511
230,0.01553103049512946,0.014122157757420015,0.00021236217355538148,6.634292322978261
231,0.015848741172555462,0.013263708832754944,0.0003891682101629412,6.642455042045155
232,0.01519638780247445,0.01379048648993814,0.00021139377422537173,6.6506278043810685
233,0.0155267551091373,0.012952431513813107,0.000386604116159464,6.65881062234307
234,0.01487183520786476,0.013467751831559883,0.00021060186552416822,6.667003508303425
235,0.015210930709295788,0.012648345452282501,0.00038389602879629163,6.67520647464963
236,0.014557859068379492,0.013153762054867787,0.00021008661904494427,6.683419533784415
237,0.01490056613581663,0.012351497198817169,0.00038093321057225827,6.691642698125774
238,0.0142544948339976,0.012848699357617184,0.00020982410429005722,6.699875980106978
239,0.014595479728596804,0.01206188405539954,0.00037769090337779187,6.7081193921766005
240,0.013961276573308947,0.012551569102820835,0.0002098911840742962,6.716372946798525
241,0.014295848801058067,0.011779821556782918,0.0003741506601492199,6.724636656451973
242,0.013677723913197597,0.012262661188189184,0.00021017102751329334,6.732910533631522
243,0.014001879591891853,0.01150420522735833,0.0003705091628603556,6.741194590847121
244,0.013403110783668477,0.011981593294314953,0.00021061113262350097,6.749488840624109
245,0.013714172243472213,0.011235355501200812,0.0003668086065788444,6.757793295503242
246,0.013136511063146014,0.011707811170518143,0.0002111553494824866,6.766107968040698
247,0.013433345512744176,0.010973259322448532,0.0003631427511661483,6.774432870808109
248,0.012877046005777628,0.011440959007245522,0.00021172580207097952,6.782768016392576
249,0.013159923604049738,0.010718082097163389,0.000359564235907344,6.791113417396683
250,0.012624018428571436,0.011180614815804233,0.00021228181118523772,6.7994690864385205
251,0.012894144150332283,0.010469133488196771,0.0003562087872661361,6.807835036151708
252,0.012376905052353846,0.010926847551294578,0.00021273658366302312,6.8162112791854055
253,0.01263621554208413,0.01022661603900668,0.0003530756776786442,6.824597828204336
254,0.012135223142885043,0.010679066706782932,0.0002131066246807177,6.832994695888809
255,0.012386145116791645,0.009990516792226607,0.00035016629067482867,6.841401894934731
256,0.011898755164045266,0.010437196494503143,0.00021337185348602747,6.849819438053632
257,0.012143718209088411,0.009760744146886057,0.0003474610851388116,6.8582473379726805
258,0.011667458365740613,0.010201101129183585,0.0002135465813331213,6.866685607434705
259,0.011908524246140638,0.009536803368088539,0.0003449708454607972,6.875134259198214
260,0.011441424166076396,0.009970850251363251,0.00021363463082912592,6.8835933060374135
261,0.011680163936784449,0.009318723768410123,0.0003426318433757295,6.892062760742221
262,0.011220707142038306,0.009746092141823117,0.00021369551323353485,6.900542636118301
263,0.011458188738540596,0.009106386093428757,0.0003403953438691038,6.909032944987064
264,0.011005469343571163,0.009526944218811766,0.00021373587594082942,6.9175337001857
265,0.011242121423257935,0.008899560751454512,0.0003382248744700505,6.926044914567198
266,0.010795839318446285,0.00931320193852607,0.00021380389939673177,6.934566601000349
267,0.011031517804406678,0.008697906703306923,0.00033610512792737584,6.943098772369791
268,0.010591913994814305,0.009105026816370064,0.00021389008494476517,6.951641441576008
269,0.010826064125718703,0.008501349431204341,0.00033400139233485265,6.960194621535356
270,0.01039364436784695,0.008902043284146208,0.000214041155410881,6.968758325180087
271,0.01062553136201004,0.008309818629864758,0.0003318908351322306,6.977332565458358
272,0.010200977352639166,0.008704302584693556,0.00021424169394199702,6.985917355334267
273,0.010429733704242217,0.008123060762454335,0.0003297832226710485,6.994512707787854
274,0.010013777380154413,0.008511617524845421,0.00021449870171079101,7.003118635815133
275,0.010238570099552945,0.007940917146135798,0.00032768678557710304,7.011735152428109
276,0.00983185978744089,0.008323921475674456,0.00021479494271536888,7.020362270654795
277,0.010052017422905764,0.007763319492275703,0.0003256079000537286,7.029000003539235
278,0.009654967900216915,0.008140945441005224,0.00021513187088545004,7.037648364141518
279,0.00987008258036234,0.007590240267415211,0.0003235513574240911,7.046307365537809
280,0.009482874775927491,0.007962617991037181,0.00021548713488418059,7.054977020820354
281,0.009692750864747213,0.0074214910862653895,0.00032154161338265647,7.063657343097515
282,0.009315350324762448,0.007788760331893085,0.00021585333729242105,7.072348345493776
283,0.009520015701848057,0.00725699507357133,0.0003195882835350325,7.081050041149773
284,0.009152180432777875,0.007619283147829654,0.0002162127852977142,7.089762443222306
285,0.00935185915095811,0.007096679327109635,0.00031769872647268094,7.0984855648843705
286,0.008993163862166666,0.007453960705525287,0.00021656896541791712,7.10721941932516
287,0.009188233053109372,0.006940509825034356,0.0003158705161853743,7.115964019750104
288,0.008838159128515153,0.0072927321149748765,0.00021691058008723593,7.124719379380875
289,0.009029035406265462,0.0067883021201491246,0.00031411478757726815,7.133485511455415
290,0.008687054462597274,0.007135486996557433,0.00021723753242256034,7.142262429227952
291,0.008874154737063883,0.006639993431750622,0.00031242422577229935,7.151050145969027
292,0.008539757096800403,0.006982116756369487,0.00021755213149646926,7.1598486749655
293,0.00872346095052387,0.006495481333554153,0.00031079451799693623,7.1686580295205875
294,0.008396193683137255,0.006832520701497517,0.00021785826902811725,7.177478222953869
295,0.008576810245284703,0.006354694981077207,0.0003092150895754576,7.186309268601313
296,0.008256314350845959,0.00668661591970942,0.0002181605906405476,7.195151179815299
297,0.0084340419471347,0.006217471616974218,0.0003076858840447538,7.204003969964631
298,0.008120074358369485,0.006544346192572266,0.00021846070685427904,7.212867652434566
299,0.008295012641004434,0.006083733056972231,0.00030619752275183273,7.221742240626826
300,0.007987416267360659,0.006405608476638927,0.00021876493243177874,7.230627747959623
301,0.008159590056651874,0.005953384194563721,0.0003047445943733996,7.2395241878676835
302,0.00785827966905387,0.006270321768317221,0.00021907606970809348,7.248431573802256
303,0.008027652698048175,0.005826341981355926,0.00030332156244237697,7.257349919231144
304,0.007732598972557561,0.006138410096812039,0.0002193954875127502,7.266279237638722
305,0.007899088132041597,0.005702481122854464,0.00030192999624922265,7.275219542525954
306,0.00761029911200297,0.006009808954589064,0.0002197216664657027,7.2841708474104125
307,0.007773807575427892,0.005581735539880062,0.0003005665721036467,7.293133165826307
308,0.007491287554804924,0.005884409090127135,0.00022005683732300476,7.3021065113244985
309,0.007651735128656138,0.005464029133650071,0.00029923113057756786,7.311090897472518
310,0.007375470663949137,0.0057621421668018384,0.0002203974683746889,7.320086337854589
311,0.0075328011605315945,0.005349286214684143,0.00029792431228617904,7.329092846071653
312,0.007262752223874656,0.005642912936875903,0.00022074337817390693,7.338110435741383
313,0.007416940173565818,0.005237419066496915,0.0002966489501999672,7.347139120498207
314,0.007153036532188451,0.005526660324808051,0.00022108981121797043,7.356178913993331
315,0.007304094208653907,0.005128365025504748,0.0002954054704875719,7.365229829894753
316,0.007046224689538267,0.0054132804510015325,0.00022143742947679714,7.374291881887292
317,0.007194205722485419,0.005022065774939554,0.0002941937616425447,7.383365083672602
318,0.006942227327566199,0.005302706873604925,0.00022178311333463207,7.392449448969196
319,0.00708721155587315,0.004918445703361903,0.00029301529005068864,7.401544991512466
320,0.006840961587919098,0.005194862486701409,0.0002221260912386944,7.410651725054706
321,0.0069830458880844,0.004817435262720028,0.0002918703307000222,7.419769663365124
322,0.006742351173055482,0.005089682571009538,0.00022246481504708445,7.42889882022988
323,0.006881641851204485,0.004718971076995647,0.00029075818415430884,7.438039209452084
324,0.006646323506232324,0.004987087390541119,0.00022280026794777488,7.447190844851839
325,0.006782929877805805,0.004622995391828694,0.0002896770407113202,7.456353740266248
326,0.00655281499283632,0.00488701868018969,0.0002231317507387317,7.465527909549437
327,0.006686835639254842,0.004529434578824176,0.0002886265940415464,7.474713366572583
328,0.006461766918852411,0.004789411787289636,0.00022346007682885378,7.483910125223925
329,0.006593285302628,0.004438225996165827,0.00028760513969100434,7.493118199408792
330,0.0063731231023389226,0.004694211075277389,0.0002237851874833084,7.502337603049622
331,0.0065022068254451774,0.004349306656363904,0.0002866112732711312,7.511568350085982
332,0.0062868280660634225,0.0046013504649219895,0.0002241085068350099,7.520810454474591
333,0.006413530217378508,0.004262622236505183,0.00028564272505708215,7.530063930189341
334,0.0062028289014473045,0.004510775926193866,0.0002244301876346924,7.539328791221314
335,0.006327186418884834,0.004178104818806385,0.0002846991709586083,7.548605051578808
336,0.006121072890665037,0.004422433329579272,0.00022475041957163808,7.55789272528736
337,0.006243111145662148,0.004095700219679451,0.0002837791052810153,7.567191826389756
338,0.006041505672069802,0.0043362649747508974,0.00022506964484142456,7.57650236894607
339,0.006161244360172907,0.004015352766127472,0.0002828817924352442,7.585824367033665
340,0.005964072058038775,0.00425221592236908,0.00022538782905051586,7.595157834747233
341,0.006081529522372513,0.0039370127583986374,0.00028200617769065696,7.604502786198802
342,0.005888717178818975,0.004170231802659877,0.0002257049050949831,7.613859235517767
343,0.006003912241242245,0.0038606239272663476,0.0002811523595756496,7.623227196850905
344,0.0058153863046087,0.0040902625859403855,0.0002260202562517374,7.632606684362403
345,0.005928341715469293,0.003786138373024745,0.00028031980944133927,7.641997712233868
346,0.0057440241366638395,0.004012253989496019,0.0002263337533621728,7.651400294664363
347,0.005854769492526169,0.0037135084864852045,0.00027950827176021956,7.660814445870418
348,0.005674576613584243,0.003936155363097155,0.0002266449563079502,7.670240180086055
349,0.005783148185362836,0.0036426887430533574,0.00027871736008272784,7.67967751156281
350,0.005606991604778341,0.0038619169480206294,0.00022695356450024175,7.689126454569753
351,0.005713430725779744,0.003573630519195647,0.00027794713498489236,7.698587023393512
352,0.005541219032896281,0.003789493344710461,0.0002272589812019936,7.7080592323382895
353,0.005645571078143367,0.003506290111814522,0.00027719715196843086,7.717543095725893
354,0.005477210241625769,0.003718835142865545,0.00022756131856416912,7.727038627895745
355,0.005579523659378069,0.003440624603008909,0.00027646692719435976,7.736545843204917
356,0.005414919110744779,0.00364989892907848,0.00022786024094269606,7.746064756028143
357,0.0055152427254650995,0.003376590691438759,0.00027575600956858604,7.755595380757839
358,0.00535430183161059,0.003582640015880089,0.00022815587783771044,7.765137731804137
359,0.005452682683664589,0.0033141454600471056,0.00027506392177853006,7.774691823594893
360,0.0052953165167768795,0.003517018011436586,0.00022844805254356015,7.78425767057572
361,0.0053917987768735826,0.003253247611417881,0.0002743900899426438,7.793835287209997
362,0.005237922446791718,0.003452990079002302,0.00022873705317347212,7.803424687978905
363,0.005332547164370732,0.003193858357447426,0.0002737337412867697,7.813025887381442
364,0.005182080455047041,0.0033905168112850635,0.00022902292521478812,7.822638899934441
365,0.005274884697631675,0.0031359375204321692,0.000273094375796948,7.8322637401726
366,0.005127752520507466,0.0033295593785438115,0.00022930578623138635,7.841900422648499
