t,r1,r2,r_norm
0.742871435717859,-0.0025761724,-0.00083744526,0.0027088702
0.750375187593797,-0.0026698112,-0.0007058382,0.0027615393
0.7578789394697348,-0.002755165,-0.0005751252,0.002814552
0.7653826913456728,-0.002831161,-0.00044500828,0.0028659212
0.7728864432216108,-0.0028985739,-0.0003157258,0.0029157181
0.7803901950975488,-0.0029575229,-0.00018808246,0.0029634973
0.7878939469734868,-0.0030077696,-6.240606e-05,0.003008417
0.7953976988494247,-0.0030496716,6.15716e-05,0.003050293
0.8029014507253627,-0.0030830503,0.00018268824,0.0030884582
0.8104052026013007,-0.0031079054,0.00030180812,0.003122525
0.8179089544772387,-0.0031249523,0.00041916966,0.00315294
0.8254127063531767,-0.0031334758,0.00053209066,0.0031783313
0.8329164582291145,-0.0031347275,0.00064209104,0.003199812
0.8404202101050525,-0.0031283498,0.0007494986,0.0032168806
0.8479239619809905,-0.003114462,0.0008533001,0.0032292404
0.8554277138569285,-0.0030931234,0.0009531677,0.0032366558
0.8629314657328665,-0.00306499,0.0010483861,0.003239333
0.8704352176088044,-0.0030299425,0.0011411607,0.0032377152
0.8779389694847424,-0.002988696,0.0012297481,0.0032318083
0.8854427213606804,-0.00294137,0.0013136566,0.0032213896
0.8929464732366184,-0.0028880835,0.0013938099,0.0032068258
0.9004502251125563,-0.0028295517,0.001468718,0.0031880238
0.9079539769884942,-0.0027649403,0.0015402883,0.003165025
0.9154577288644322,-0.0026958585,0.0016078651,0.0031389303
0.9229614807403702,-0.002621889,0.0016699135,0.0031085229
0.9304652326163082,-0.0025439858,0.0017273873,0.0030750171
0.9379689844922462,-0.0024616122,0.0017799437,0.0030377186
0.9454727363681841,-0.0023754835,0.0018287599,0.00299788
0.9529764882441221,-0.0022859573,0.0018730462,0.0029553177
0.9604802401200601,-0.002193272,0.0019121617,0.0029097775
0.967983991995998,-0.002097845,0.0019467175,0.0028619333
0.975487743871936,-0.0019996762,0.0019763634,0.0028115327
0.9829914957478739,-0.0018995404,0.0020019263,0.0027597034
0.9904952476238119,-0.0017971992,0.0020219535,0.002705221
0.9979989994997499,-0.0016934276,0.002038926,0.0026504558
1.0055027513756878,-0.0015889406,0.002050139,0.0025938007
1.0130065032516258,-0.0014825463,0.002056554,0.0025352235
1.0205102551275638,-0.0013760328,0.0020593554,0.0024767742
1.0280140070035018,-0.0012691021,0.002057597,0.002417504
1.0355177588794398,-0.0011618733,0.002050817,0.0023570745
1.0430215107553777,-0.0010549426,0.0020392425,0.002295956
1.0505252626313157,-0.0009483695,0.0020253956,0.0022364329
1.0580290145072537,-0.00084245205,0.0020055585,0.002175314
1.0655327663831917,-0.0007377863,0.001982972,0.0021157756
1.0730365182591295,-0.0006341338,0.0019560903,0.0020563111
1.0805402701350675,-0.00053179264,0.0019259267,0.0019979982
1.0880440220110055,-0.00043141842,0.001889728,0.0019383483
1.0955477738869435,-0.00033301115,0.0018505789,0.0018803029
1.1030515257628815,-0.00023674965,0.0018089935,0.00182442
1.1105552776388194,-0.00014281273,0.0017629191,0.0017686943
1.1180590295147574,-5.108118e-05,0.0017138869,0.001714648
1.1255627813906954,3.7252903e-05,0.0016615205,0.001661938
1.1330665332666334,0.00012308359,0.0016053133,0.001610025
1.1405702851425714,0.00020545721,0.0015474781,0.0015610578
1.1480740370185092,0.0002848506,0.0014862381,0.0015132889
1.1555777888944472,0.0003606677,0.0014210381,0.0014660936
1.1630815407703852,0.00043296814,0.0013541281,0.0014216625
1.1705852926463232,0.00050121546,0.001283355,0.001377758
1.1780890445222612,0.00056552887,0.0012131929,0.001338529
1.1855927963981991,0.0006262064,0.0011375174,0.0012984915
1.1930965482741371,0.0006827712,0.001061514,0.0012621365
1.2006003001500751,0.0007350445,0.0009827241,0.001227207
1.2081040520260131,0.0007831454,0.00090251863,0.0011949296
1.2156078039019511,0.00082683563,0.00081992894,0.0011644487
1.2231115557778889,0.0008661747,0.00073699653,0.0011372874
1.2306153076538269,0.0009011626,0.0006521791,0.001112399
1.2381190595297649,0.00093126297,0.0005655885,0.00108956
1.2456228114057029,0.0009571314,0.0004772991,0.0010695396
1.2531265632816408,0.0009784698,0.00038915873,0.0010530184
1.2606303151575788,0.0009950399,0.0003001392,0.001039321
1.2681340670335168,0.0010071993,0.00021032989,0.0010289261
1.2756378189094548,0.0010148883,0.00012061,0.0010220299
1.2831415707853928,0.0010174513,2.8759241e-05,0.0010178577
1.2906453226613308,0.0010161996,-6.0915947e-05,0.0010180238
1.2981490745372686,0.0010102987,-0.00015182793,0.0010216434
1.3056528264132066,0.0009999275,-0.00024214387,0.0010288288
1.3131565782891446,0.0009848475,-0.00033339858,0.0010397496
1.3206603301650826,0.00096577406,-0.00042364,0.0010546044
1.3281640820410205,0.0009421706,-0.000513345,0.0010729439
1.3356678339169585,0.0009149313,-0.00060096383,0.0010946492
1.3431715857928965,0.00088328123,-0.0006890297,0.0011202445
1.3506753376688345,0.00084763765,-0.00077581406,0.0011490766
1.3581790895447725,0.000808239,-0.0008613169,0.0011811508
1.3656828414207105,0.0007651448,-0.00094491243,0.0012158562
1.3731865932966483,0.00071823597,-0.0010280311,0.0012540777
1.3806903451725863,0.00066816807,-0.0011084378,0.0012942499
1.3881940970485243,0.0006146431,-0.0011872053,0.0013368779
1.3956978489244622,0.00055748224,-0.0012643933,0.0013818382
1.4032016008004002,0.0004979968,-0.0013390481,0.0014286535
1.4107053526763382,0.00043535233,-0.0014113784,0.0014769972
1.4182091045522762,0.00036990643,-0.0014809668,0.0015264644
1.4257128564282142,0.00030213594,-0.0015479624,0.0015771728
1.4332166083041522,0.00023198128,-0.0016124845,0.0016290861
1.44072036018009,0.00015956163,-0.0016749501,0.0016825332
1.448224112056028,8.499622e-05,-0.0017325282,0.0017346119
1.455727863931966,9.179115e-06,-0.0017878115,0.0017878352
1.463231615807904,-6.866455e-05,-0.0018412471,0.001842527
1.470735367683842,-0.0001475811,-0.001889199,0.0018949546
1.47823911955978,-0.00022780895,-0.0019339323,0.0019473035
1.485742871435718,-0.0003091097,-0.001974821,0.0019988664
1.493246623311656,-0.00039088726,-0.002012372,0.002049984
1.500750375187594,-0.00047314167,-0.0020472407,0.002101204
1.508254127063532,-0.0005557537,-0.0020762682,0.0021493607
1.5157578789394697,-0.00063830614,-0.0021030307,0.0021977653
1.5232616308154077,-0.0007209182,-0.0021236837,0.0022427116
1.5307653826913457,-0.00080287457,-0.0021411777,0.0022867552
1.5382691345672836,-0.0008845329,-0.0021542907,0.0023288124
1.5457728864432216,-0.0009652972,-0.0021631718,0.0023687782
1.5532766383191596,-0.0010449886,-0.0021683574,0.0024070262
1.5607803901950976,-0.0011231899,-0.0021668673,0.0024406698
1.5682841420710356,-0.0012001991,-0.0021629333,0.0024736123
1.5757878939469736,-0.001275301,-0.002154708,0.0025038288
1.5832916458229116,-0.0013484359,-0.0021395087,0.0025289874
1.5907953976988494,-0.001419425,-0.0021209717,0.0025521144
1.5982991495747874,-0.00148803,-0.0020979047,0.0025720492
1.6058029014507254,-0.0015542507,-0.0020703077,0.002588797
1.6133066533266633,-0.0016173124,-0.002037406,0.0026012924
1.6208104052026013,-0.0016774535,-0.0020008087,0.002610955
1.6283141570785393,-0.0017346144,-0.001959741,0.0026171496
1.6358179089544773,-0.0017882586,-0.0019129515,0.0026186355
1.6433216608304153,-0.0018381476,-0.0018629432,0.0026171252
1.6508254127063533,-0.00188452,-0.0018078089,0.0026114343
1.6583291645822913,-0.0019267201,-0.0017478466,0.0026013877
1.665832916458229,-0.0019651651,-0.0016850829,0.0025887021
1.673336668334167,-0.001999259,-0.001616776,0.0025711867
1.680840420210105,-0.0020287633,-0.00154531,0.0025502674
1.688344172086043,-0.0020541549,-0.0014695525,0.0025256954
1.695847923961981,-0.00207448,-0.0013908148,0.0024975655
1.703351675837919,-0.002090156,-0.0013079047,0.0024656374
1.710855427713857,-0.0021012425,-0.0012195706,0.0024295212
1.718359179589795,-0.0021069646,-0.0011310577,0.0023913577
1.725862931465733,-0.002107799,-0.0010381937,0.0023496093
1.733366683341671,-0.0021035075,-0.00094234943,0.002304944
1.7408704352176088,-0.0020940304,-0.0008428693,0.0022572975
1.7483741870935467,-0.0020792484,-0.000744164,0.0022084052
1.7558779389694847,-0.002059102,-0.00063943863,0.0021561037
1.7633816908454227,-0.002033949,-0.0005354285,0.0021032433
1.7708854427213607,-0.0020034313,-0.000428617,0.0020487679
1.7783891945972987,-0.001967609,-0.0003208518,0.0019935973
1.7858929464732367,-0.0019265413,-0.0002104044,0.0019379968
1.7933966983491747,-0.0018800497,-0.00010091066,0.0018827559
1.8009004502251127,-0.0018283725,1.0192394e-05,0.0018284009
1.8084042021010507,-0.0017720461,0.00012099743,0.0017761722
1.8159079539769885,-0.0017101765,0.00023204088,0.0017258466
1.8234117058529264,-0.0016438365,0.00034189224,0.0016790142
1.8309154577288644,-0.0015724301,0.0004506111,0.0016357221
1.8384192096048024,-0.0014965534,0.0005597472,0.0015978075
1.8459229614807404,-0.0014159679,0.0006662607,0.0015648861
1.8534267133566784,-0.0013312697,0.00077176094,0.0015387962
1.8609304652326164,-0.0012421608,0.0008729696,0.0015182355
1.8684342171085544,-0.0011489987,0.0009716153,0.0015047373
1.8759379689844924,-0.0010520816,0.001069963,0.0015005654
1.8834417208604304,-0.0009519458,0.0011628866,0.0015028327
1.8909454727363681,-0.0008481741,0.0012524128,0.0015125929
1.8984492246123061,-0.00074118376,0.0013363361,0.001528119
1.9059529764882441,-0.00063180923,0.0014179945,0.0015523825
1.9134567283641821,-0.0005198121,0.001491189,0.0015791927
1.9209604802401201,-0.0004054308,0.0015646219,0.0016162969
1.928464232116058,-0.00028938055,0.0016285181,0.0016540291
1.935967983991996,-0.00017154217,0.0016877651,0.0016964604
1.943471735867934,-5.26309e-05,0.0017392635,0.0017400597
1.950975487743872,6.747246e-05,0.0017850399,0.0017863146
1.9584792396198099,0.00018817186,0.0018247366,0.0018344134
1.9659829914957478,0.00030881166,0.0018558502,0.0018813678
1.9734867433716858,0.00042945147,0.0018794537,0.0019278938
1.9809904952476238,0.000549376,0.0018954277,0.0019734385
1.9884942471235618,0.0006689429,0.0019043684,0.002018441
1.9959979989994998,0.0007868707,0.0019030571,0.0020593184
2.003501750875438,0.0009031892,0.0018948317,0.0020990802
2.0110055027513756,0.0010175407,0.0018776655,0.0021356537
2.018509254627314,0.00112921,0.0018537045,0.002170561
2.0260130065032516,0.0012382269,0.0018181801,0.0021997693
2.0335167583791898,0.0013441741,0.0017771721,0.0022282605
2.0410205102551275,0.0014465749,0.0017240047,0.0022505047
2.0485242621310658,0.0015451908,0.0016639233,0.0022707388
2.0560280140070035,0.0016390979,0.001593113,0.0022857497
2.0635317658829417,0.0017288327,0.0015181303,0.0023007786
2.0710355177588795,0.0018131137,0.0014289618,0.0023085305
2.0785392696348173,0.0018922389,0.0013337135,0.002315029
2.0860430215107555,0.0019658208,0.0012301207,0.0023189757
2.0935467733866933,0.0020335913,0.00111866,0.0023209683
2.1010505252626315,0.0020945072,0.0010019541,0.0023218254
2.1085542771385692,0.00214988,0.00087428093,0.0023208514
2.1160580290145075,0.0021975935,0.00074088573,0.0023191224
2.1235617808904452,0.0022389889,0.0006008148,0.0023181997
2.1310655327663834,0.0022727847,0.00045859814,0.0023185906
2.138569284642321,0.0022994876,0.0003054142,0.0023196812
2.146073036518259,0.0023187697,0.00014948845,0.0023235835
2.153576788394197,0.0023300052,-9.059906e-06,0.0023300226
2.161080540270135,0.0023335516,-0.00017082691,0.002339796
2.168584292146073,0.0023295581,-0.0003373623,0.0023538594
2.176088044022011,0.0023174584,-0.00050604343,0.0023720653
2.183591795897949,0.0022975504,-0.000674963,0.0023946427
2.191095547773887,0.0022698045,-0.0008459091,0.0024223076
2.198599299649825,0.0022343397,-0.0010145903,0.0024539086
2.206103051525763,0.0021910071,-0.0011821985,0.0024895994
2.213606803401701,0.0021401048,-0.0013464689,0.0025284437
2.221110555277639,0.002081871,-0.0015121698,0.0025731002
2.2286143071535767,0.0020162165,-0.0016713142,0.0026188586
2.236118059029515,0.0019437671,-0.0018267632,0.0026674508
2.2436218109054527,0.0018647313,-0.0019757748,0.0027167827
2.251125562781391,0.0017790198,-0.0021178722,0.0027659165
2.2586293146573286,0.001686871,-0.00225389,0.002815236
2.266133066533267,0.0015894473,-0.0023812056,0.00286295
2.2736368184092046,0.001486212,-0.0024980307,0.0029067136
2.281140570285143,0.0013780594,-0.0026049614,0.0029470106
2.2886443221610806,0.0012652874,-0.0027012825,0.0029829314
2.2961480740370184,0.0011485815,-0.0027874708,0.0030148355
2.3036518259129566,0.0010286272,-0.0028568506,0.003036391
2.3111555777888944,0.00090539455,-0.0029189587,0.003056151
2.3186593296648326,0.0007791668,-0.0029617548,0.0030625304
2.3261630815407703,0.00065149367,-0.0029946566,0.0030647041
2.3336668334167086,0.0005225837,-0.003009677,0.0030547094
2.3411705852926463,0.0003926158,-0.0030120611,0.0030375419
2.3486743371685845,0.00026218593,-0.0029956102,0.003007062
2.3561780890445223,0.00013244152,-0.002964139,0.0029670964
2.3636818409204605,4.2766333e-06,-0.0029175282,0.0029175314
2.3711855927963983,-0.00012239814,-0.002853632,0.0028562557
2.378689344672336,-0.00024694204,-0.0027757883,0.0027867511
2.3861930965482743,-0.00036902726,-0.0026807785,0.0027060588
2.393696848424212,-0.00048655272,-0.0025712252,0.0026168555
2.4012006003001503,-0.0006006211,-0.0024456978,0.0025183691
2.408704352176088,-0.0007094443,-0.0023036003,0.0024103704
2.4162081040520262,-0.00081338733,-0.002146721,0.00229565
2.423711855927964,-0.00091175735,-0.0019773245,0.0021774098
2.4312156078039022,-0.0010029823,-0.0017951727,0.0020563605
2.43871935967984,-0.0010875687,-0.0016007423,0.0019352472
2.4462231115557778,-0.0011647418,-0.001396656,0.0018185906
2.453726863431716,-0.0012344569,-0.0011804104,0.0017079966
2.4612306153076537,-0.001295235,-0.0009559393,0.0016097993
2.468734367183592,-0.0013480894,-0.0007250309,0.001530691
2.4762381190595297,-0.001391843,-0.00048732758,0.0014746916
2.483741870935468,-0.0014257394,-0.00024461746,0.0014465719
2.4912456228114057,-0.0014510993,1.1920929e-07,0.0014510993
2.498749374687344,-0.0014659297,0.00024831295,0.0014868118
2.5062531265632817,-0.0014718976,0.0004954338,0.0015530413
2.5137568784392195,-0.0014676824,0.0007407665,0.0016440275
2.5212606303151577,-0.0014533363,0.000983119,0.0017546251
2.5287643821910955,-0.0014295131,0.0012184381,0.0018783235
2.5362681340670337,-0.0013952479,0.001449585,0.0020119676
2.5437718859429714,-0.0013520867,0.0016707182,0.0021492876
2.5512756378189096,-0.0012993664,0.0018826723,0.0022875331
2.5587793896948474,-0.0012374371,0.0020831823,0.0024229938
2.5662831415707856,-0.0011664629,0.0022699833,0.0025521482
2.5737868934467234,-0.0010871738,0.002443552,0.0026744893
2.5812906453226616,-0.001000315,0.0025976896,0.0027836345
2.5887943971985994,-0.00090403855,0.0027371645,0.0028825952
2.596298149074537,-0.0008020699,0.0028573275,0.0029677663
2.6038019009504754,-0.0006931424,0.0029563904,0.0030365589
2.611305652826413,-0.000578776,0.0030384064,0.0030930396
2.6188094047023514,-0.0004580468,0.0030964613,0.0031301563
2.626313156578289,-0.00033393502,0.0031329393,0.0031506857
2.6338169084542273,-0.00020450354,0.0031467676,0.0031534056
2.641320660330165,-7.238984e-05,0.0031392574,0.003140092
2.6488244122061033,6.240606e-05,0.003106594,0.0031072209
2.656328164082041,0.00019875169,0.003052473,0.0030589367
2.663831915957979,0.0003361404,0.0029771328,0.0029960491
2.671335667833917,0.0004736781,0.002877593,0.0029163184
2.678839419709855,0.00061023235,0.0027567148,0.0028234483
2.686343171585793,0.0007455051,0.0026159286,0.0027200847
2.693846923461731,0.0008790493,0.0024552345,0.0026078543
2.701350675337669,0.0010083914,0.0022765398,0.002489877
2.708854427213607,0.0011347234,0.0020794868,0.002368937
2.716358179089545,0.0012564957,0.0018638372,0.0022478148
2.723861930965483,0.001372695,0.001635313,0.0021350738
2.731365682841421,0.0014822185,0.00139606,0.002036162
2.7388694347173588,0.0015853643,0.0011434555,0.0019547048
2.7463731865932965,0.0016824007,0.00088214874,0.001899647
2.7538769384692348,0.0017700195,0.00061511993,0.0018738575
2.7613806903451725,0.001850158,0.0003412962,0.0018813738
2.7688844422211107,0.0019202232,6.604195e-05,0.0019213585
2.7763881940970485,0.0019817352,-0.00021219254,0.001993063
2.7838919459729867,0.0020329952,-0.0004886389,0.002090894
2.7913956978489245,0.0020745993,-0.00076031685,0.0022095349
2.7988994497248627,0.0021064281,-0.0010306835,0.0023450688
2.8064032016008005,0.0021276474,-0.0012934208,0.002489944
2.8139069534767382,0.0021380186,-0.0015456676,0.0026382213
2.8214107053526765,0.0021378398,-0.0017855167,0.0027853956
2.8289144572286142,0.0021269917,-0.002015233,0.0029300612
2.8364182091045524,0.0021058917,-0.0022287369,0.003066276
2.84392196098049,0.0020736456,-0.0024273396,0.0031924886
2.8514257128564284,0.0020308495,-0.0026080608,0.0033055001
2.858929464732366,0.0019788146,-0.0027726889,0.0034063924
2.8664332166083044,0.0019170642,-0.0029144287,0.0034884138
2.873936968484242,0.0018458366,-0.0030367374,0.0035537146
2.88144072036018,0.0017668009,-0.0031393766,0.0036023979
2.888944472236118,0.0016793609,-0.0032182932,0.0036301052
2.896448224112056,0.0015833378,-0.0032759905,0.0036385537
2.903951975987994,0.0014805794,-0.0033115149,0.0036274297
2.911455727863932,0.0013704896,-0.0033240318,0.0035954735
2.91895947973987,0.0012558103,-0.0033124685,0.0035425283
2.926463231615808,0.001134634,-0.0032811165,0.0034717603
2.933966983491746,0.0010091066,-0.0032291412,0.003383142
2.941470735367684,0.00088077784,-0.003154993,0.0032756298
2.948974487243622,0.0007481575,-0.0030596256,0.0031497695
2.95647823911956,0.0006144643,-0.002944827,0.0030082508
2.9639819909954976,0.00047892332,-0.002812922,0.002853401
2.971485742871436,0.00034344196,-0.0026634336,0.0026854852
2.9789894947473736,0.00020688772,-0.0024973154,0.0025058705
2.986493246623312,7.110834e-05,-0.0023165345,0.0023176256
2.9939969984992496,-6.240606e-05,-0.0021226406,0.0021235577
3.001500750375188,-0.00019359589,-0.0019174218,0.0019271704
3.0090045022511256,-0.00032109022,-0.0017004609,0.0017305104
3.016508254127064,-0.00044548512,-0.0014752746,0.0015410685
3.0240120060030016,-0.0005632639,-0.0012418032,0.0013635766
3.0315157578789393,-0.00067830086,-0.0010035634,0.0012112934
3.0390195097548776,-0.00078856945,-0.0007619262,0.0010965278
3.0465232616308153,-0.0008893013,-0.00051528215,0.0010277998
3.0540270135067535,-0.0009864569,-0.00027042627,0.0010228526
3.0615307653826913,-0.0010739565,-2.4676323e-05,0.00107424
3.0690345172586295,-0.0011544228,0.00021928549,0.0011750652
3.0765382691345673,-0.0012276173,0.00045853853,0.0013104585
3.0840420210105055,-0.0012911558,0.0006944537,0.0014660659
3.0915457728864433,-0.0013468266,0.00092476606,0.0016337485
3.0990495247623815,-0.0013940334,0.001147747,0.0018057277
3.1065532766383193,-0.0014311075,0.0013639331,0.001976963
3.114057028514257,-0.0014597178,0.0015677214,0.0021420845
3.1215607803901952,-0.0014777184,0.0017621517,0.0022997456
3.129064532266133,-0.0014868975,0.0019465685,0.0024494883
3.1365682841420712,-0.0014857054,0.0021196604,0.00258849
3.144072036018009,-0.001478076,0.0022788048,0.0027161848
3.151575787893947,-0.0014599562,0.0024253726,0.002830884
3.159079539769885,-0.0014318228,0.002559185,0.002932498
3.166583291645823,-0.0013961792,0.002677977,0.003020079
3.174087043521761,-0.0013508797,0.0027823746,0.0030929735
3.1815907953976987,-0.0012985468,0.0028738678,0.0031536233
3.189094547273637,-0.0012383461,0.0029504895,0.0031998265
3.1965982991495747,-0.0011693239,0.0030128658,0.0032318227
3.204102051025513,-0.0010945797,0.003059864,0.0032497495
3.2116058029014507,-0.0010123253,0.0030930638,0.0032545116
3.219109554777389,-0.0009242296,0.0031125546,0.0032468748
3.2266133066533267,-0.000831604,0.0031175613,0.00322657
3.234117058529265,-0.00073349476,0.0031104684,0.003195783
3.2416208104052027,-0.00063180923,0.0030901134,0.0031540424
3.249124562281141,-0.00052404404,0.0030558407,0.003100449
3.2566283141570787,-0.0004131794,0.0030102432,0.003038467
3.2641320660330164,-0.000300169,0.0029520392,0.002967261
3.2716358179089546,-0.00018632412,0.0028837174,0.0028897305
3.2791395697848924,-6.937981e-05,0.0028061867,0.0028070442
3.2866433216608306,4.851818e-05,0.0027178824,0.0027183155
3.2941470735367684,0.00016760826,0.0026207715,0.0026261257
3.3016508254127066,0.00028514862,0.0025140792,0.0025301985
3.3091545772886444,0.00040352345,0.002401352,0.00243502
3.3166583291645826,0.0005195141,0.0022799969,0.0023384355
3.3241620810405204,0.0006349087,0.0021538585,0.0022454879
3.331665832916458,0.0007468462,0.0020208955,0.0021544832
3.3391695847923963,0.0008561611,0.0018829182,0.0020684276
3.346673336668334,0.0009627342,0.0017413497,0.0019897628
3.3541770885442723,0.0010639429,0.0015961379,0.0019182363
3.36168084042021,0.0011626482,0.0014476031,0.0018566921
3.3691845922961483,0.0012559891,0.0012973845,0.001805745
3.376688344172086,0.0013452768,0.0011453703,0.0017668172
3.3841920960480243,0.0014280081,0.0009920765,0.0017387993
3.391695847923962,0.0015058517,0.00083876215,0.0017236912
3.3991995997999,0.0015771389,0.0006851442,0.0017195318
3.406703351675838,0.0016419888,0.0005331598,0.0017263796
3.414207103551776,0.0017015934,0.000381805,0.0017439023
3.421710855427714,0.001755476,0.00023197383,0.0017707365
3.429214607303652,0.0018020868,8.4728e-05,0.0018040775
3.43671835917959,0.0018396378,-5.9880316e-05,0.001840612
3.444222111055528,0.0018721819,-0.00020107627,0.0018829489
