Epoch,tanh,sigmoid,relu,swish
0,0.028866328299045563,0.0684092789888382,0.13319389522075653,0.02258986234664917
1,0.008154968731105328,0.03714752197265625,0.10574452579021454,0.01524399220943451
2,0.00898917019367218,0.018195372074842453,0.08237643539905548,0.010512487962841988
3,0.014150293543934822,0.00939117930829525,0.06375087797641754,0.00800387840718031
4,0.015552572906017303,0.00793272815644741,0.0485566072165966,0.007237500511109829
5,0.013493848964571953,0.010689444839954376,0.03664874657988548,0.007633914705365896
6,0.01029165554791689,0.014816196635365486,0.027603404596447945,0.008557083085179329
7,0.007956010289490223,0.018315816298127174,0.021068288013339043,0.009446367621421814
8,0.007501468062400818,0.020197199657559395,0.016672097146511078,0.009963701479136944
9,0.008621708489954472,0.02026793360710144,0.014014512300491333,0.010019013658165932
10,0.009975379332900047,0.018822846934199333,0.012605255469679832,0.009687943384051323
11,0.010301104746758938,0.016393370926380157,0.012216410599648952,0.009118977002799511
12,0.009395742788910866,0.013583578169345856,0.012419415637850761,0.008471328765153885
13,0.007982537150382996,0.010963200591504574,0.013110720552504063,0.007880469784140587
14,0.006945088505744934,0.008987823501229286,0.013978784903883934,0.007440558634698391
15,0.006732379086315632,0.007932187058031559,0.014894191175699234,0.007197096012532711
16,0.007213947828859091,0.007841797545552254,0.015583664178848267,0.007147470489144325
17,0.007904687896370888,0.008523989468812943,0.016065659001469612,0.007248918060213327
18,0.00832583662122488,0.009602291509509087,0.01618015021085739,0.007433309685438871
19,0.008261200040578842,0.01063558366149664,0.016027066856622696,0.007626190781593323
20,0.007803446613252163,0.011262932792305946,0.015460427850484848,0.007765484042465687
21,0.0072369445115327835,0.011310545727610588,0.014661610126495361,0.007814600132405758
22,0.006855975836515427,0.010816925205290318,0.01368868537247181,0.007766786962747574
23,0.006805058568716049,0.009980183094739914,0.012583419680595398,0.007641021627932787
24,0.007012894842773676,0.0090645095333457,0.011446706019341946,0.007472374010831118
25,0.007261078804731369,0.008308074437081814,0.010362716391682625,0.0073005869053304195
26,0.007347073871642351,0.007859758101403713,0.009380161762237549,0.0071598622016608715
27,0.007218555547297001,0.00775552075356245,0.008526740595698357,0.007071788888424635
28,0.0069801113568246365,0.007931229658424854,0.007819362916052341,0.007042291574180126
29,0.006790405139327049,0.008260296657681465,0.0072741638869047165,0.007062607444822788
30,0.006747049279510975,0.008600400760769844,0.0069313193671405315,0.007113596890121698
31,0.006837840192019939,0.008834759704768658,0.0068251872435212135,0.007172007113695145
32,0.0069709522649645805,0.008898265659809113,0.006789863109588623,0.007216922007501125
33,0.007045441772788763,0.008785273879766464,0.006891626864671707,0.00723468279466033
34,0.007012084126472473,0.008540986105799675,0.007012020330876112,0.007221188396215439
35,0.006893637124449015,0.008241517469286919,0.007228154223412275,0.007181365974247456
36,0.006761624477803707,0.007968846708536148,0.007400671951472759,0.007126372307538986
37,0.006687982473522425,0.007787100039422512,0.007548215799033642,0.00706966407597065
38,0.0067004915326833725,0.007725758012384176,0.007653491105884314,0.007023128680884838
39,0.006768974009901285,0.007774375379085541,0.007703656330704689,0.0069942050613462925
40,0.006831368897110224,0.007889905944466591,0.007694844156503677,0.006984591484069824
41,0.006840509362518787,0.008014296181499958,0.007673307787626982,0.006990667432546616
42,0.006795259192585945,0.008095702156424522,0.00755343958735466,0.0070052724331617355
43,0.006733498070389032,0.008105434477329254,0.00744991097599268,0.007020208984613419
44,0.006697539705783129,0.008044557645916939,0.007317214272916317,0.0070286700502038
45,0.006702846847474575,0.00793903786689043,0.007176833227276802,0.007026929408311844
46,0.006732339505106211,0.007826419547200203,0.007043357007205486,0.007014898583292961
47,0.0067550670355558395,0.00774075323715806,0.006983205676078796,0.006995553150773048
48,0.006750912871211767,0.00770123116672039,0.006907415576279163,0.006973590236157179
49,0.006723103579133749,0.00770808570086956,0.006856846623122692,0.006953763775527477
50,0.006692216731607914,0.007745818234980106,0.006811458617448807,0.006939500570297241
51,0.006678757723420858,0.007791304495185614,0.006833871826529503,0.0069320728071033955
52,0.006687987595796585,0.00782308541238308,0.006835854612290859,0.006930561736226082
53,0.006707792170345783,0.00782845914363861,0.0068367114290595055,0.006932469550520182
54,0.006719900295138359,0.007806399371474981,0.006838054396212101,0.006934706121683121
55,0.00671462481841445,0.007766020018607378,0.006857310421764851,0.0069346241652965546
56,0.006696994882076979,0.007721789181232452,0.006853787694126368,0.006930770352482796
57,0.006680554710328579,0.007687444798648357,0.006874837912619114,0.0069231572560966015
58,0.006675560027360916,0.007671142928302288,0.006867267657071352,0.006913018878549337
59,0.0066817691549658775,0.00767318531870842,0.00684147235006094,0.0069022406823933125
60,0.006690614391118288,0.007686984725296497,0.006801044102758169,0.006892651319503784
61,0.006693394389003515,0.007702623959630728,0.0067872339859604836,0.006885424721986055
62,0.0066880472004413605,0.00771113857626915,0.00674201175570488,0.006880803965032101
63,0.006679553538560867,0.007708023767918348,0.006727986969053745,0.0068781496956944466
64,0.006674686446785927,0.0076941922307014465,0.006696203723549843,0.0068762898445129395
65,0.006676096469163895,0.00767483189702034,0.0066931648179888725,0.0068739959970116615
66,0.006680688820779324,0.0076565612107515335,0.006687214598059654,0.006870408542454243
67,0.006683106534183025,0.007644465658813715,0.00668560154736042,0.006865276955068111
68,0.006680678576231003,0.007640321739017963,0.006692864466458559,0.006858951412141323
69,0.00667536212131381,0.0076424418948590755,0.0066914549097418785,0.006852161604911089
70,0.006671374663710594,0.007646885700523853,0.0067059071734547615,0.006845707073807716
71,0.00667122658342123,0.007649551145732403,0.006704811006784439,0.006840141490101814
72,0.006673875730484724,0.007647771388292313,0.006710167042911053,0.006835620850324631
73,0.006676169577986002,0.007641274482011795,0.006711435504257679,0.006831902079284191
74,0.0066758571192622185,0.0076317936182022095,0.006713740527629852,0.006828499026596546
75,0.006673301104456186,0.00762210413813591,0.006730137392878532,0.006824896205216646
76,0.006670705042779446,0.007614604197442532,0.006738670170307159,0.006820756942033768
77,0.006669886410236359,0.00761040486395359,0.006738933734595776,0.006816010922193527
78,0.006670767441391945,0.007608998566865921,0.006728244014084339,0.0068108513951301575
79,0.006671791896224022,0.00760878250002861,0.006731036119163036,0.006805610843002796
80,0.006671607028692961,0.007607925683259964,0.00672843586653471,0.006800611037760973
81,0.006670256145298481,0.007605178281664848,0.006722832098603249,0.0067960419692099094
82,0.0066689178347587585,0.007600388955324888,0.006727914325892925,0.006791899912059307
83,0.006668584421277046,0.007594363763928413,0.006725183688104153,0.006788020022213459
84,0.006669163703918457,0.007588316686451435,0.006737750023603439,0.006784173659980297
85,0.006669718772172928,0.007583305239677429,0.006734850816428661,0.00678015872836113
86,0.0066694822162389755,0.00757970567792654,0.006739006843417883,0.0067758988589048386
87,0.006668541580438614,0.007577200420200825,0.006738427560776472,0.006771436892449856
88,0.00666763074696064,0.007575026247650385,0.006728952284902334,0.006766908802092075
89,0.0066673532128334045,0.007572413422167301,0.006724576000124216,0.006762470118701458
90,0.006667636800557375,0.007568925619125366,0.006730319000780582,0.006758224219083786
91,0.006667914800345898,0.007564615923911333,0.006723243743181229,0.006754191592335701
92,0.006667751353234053,0.007559919264167547,0.006731018424034119,0.006750302389264107
93,0.006667225621640682,0.007555381860584021,0.0067270491272211075,0.006746454164385796
94,0.00666675204411149,0.007551372051239014,0.006723378784954548,0.006742557510733604
95,0.006666616536676884,0.0075479531660676,0.006712069734930992,0.006738572847098112
96,0.006666712462902069,0.007544885389506817,0.006723837926983833,0.006734528113156557
97,0.006666729226708412,0.007541801780462265,0.0067189838737249374,0.006730485241860151
